Word,CEFR,Definition,Synonyms
observatory,C2,a building designed and equipped to observe astronomical phenomena,"lookout, observation_tower, lookout_station"
observe,B1,"discover or determine the existence, presence, or fact of","discover, note, mention, detect, find"
observed,B1,"discover or determine the existence, presence, or fact of","discover, note, mention, detect, find"
observer,B2,a person who becomes aware (of things or events) through the senses,"beholder, commentator, percipient, perceiver"
observers,B2,a person who becomes aware (of things or events) through the senses,"beholder, percipient, commentator, observer, perceiver"
observes,B1,"discover or determine the existence, presence, or fact of","discover, note, mention, detect, find"
observing,B1,"discover or determine the existence, presence, or fact of","discover, note, mention, detect, find"
obsess,B2,haunt like a ghost; pursue,"haunt, ghost"
obsessed,B2,haunt like a ghost; pursue,"haunted, haunt, taken_up, ghost, obsess"
obsesses,B2,haunt like a ghost; pursue,"obsess, haunt, ghost"
obsessing,B2,haunt like a ghost; pursue,"obsess, haunt, ghost"
obsession,B2,"an irrational motive for performing trivial or repetitive actions, even against your will","fixation, compulsion"
obsessional,B2,characterized by or constituting an obsession,obsessive
obsessions,B2,"an irrational motive for performing trivial or repetitive actions, even against your will","fixation, obsession, compulsion"
obsessive,B2,a person who has obsessions,obsessional
obsessively,C2,in a compulsive manner,"compulsively, obsessionally"
obsessiveness,B2,extreme compulsiveness,obsessivity
obsidian,C2,"acid or granitic glass formed by the rapid cooling of lava without crystallization; usually dark, but transparent in thin pieces",
obsidians,C2,"acid or granitic glass formed by the rapid cooling of lava without crystallization; usually dark, but transparent in thin pieces",obsidian
obsolescence,C2,the process of becoming obsolete; falling into disuse or becoming out of date,
obsolescent,C2,becoming obsolete,
obsolete,C1,no longer in use,disused
obsoleted,C2,,
obsoletely,C2,,
obsoleteness,C2,the property of being out of date and not current,superannuation
obsoletes,C1,,
obstacle,B1,something immaterial that stands in the way and must be circumvented or surmounted,obstruction
obstacles,B1,something immaterial that stands in the way and must be circumvented or surmounted,"obstacle, obstruction"
obstante,C2,,
obstet,C2,,
obstetric,C2,of or relating to or used in or practicing obstetrics,obstetrical
obstetrical,C2,of or relating to or used in or practicing obstetrics,obstetric
obstetrician,C2,a physician specializing in obstetrics,accoucheur
obstetricians,C2,a physician specializing in obstetrics,"obstetrician, accoucheur"
obstetrics,C2,the branch of medicine dealing with childbirth and care of the mother,"midwifery, tocology, OB"
obstinacy,C2,the trait of being difficult to handle or overcome,"mulishness, stubbornness, self-will, bullheadedness, obstinance"
obstinance,C2,the trait of being difficult to handle or overcome,"mulishness, stubbornness, self-will, obstinacy, bullheadedness"
obstinancy,C2,,
obstinate,C2,persist stubbornly,"obdurate, stubborn, unrepentant, unregenerate, cussed"
obstinately,C2,in a stubborn unregenerate manner,"mulishly, obdurately, pig-headedly, stubbornly, cussedly"
obstipation,C2,severe constipation resulting from an obstruction in the intestines,
obstreperous,C2,noisily and stubbornly defiant,
obstreperously,C2,in manner that attracts attention,"clamorously, loudly"
obstruct,C2,hinder or prevent the progress or accomplishment of,"embarrass, impede, jam, occlude, close_up"
obstructed,C2,hinder or prevent the progress or accomplishment of,"embarrass, impede, jam, obstruct, occlude"
obstructing,C2,hinder or prevent the progress or accomplishment of,"embarrass, impede, jam, obstruct, occlude"
obstruction,B2,any structure that makes progress difficult,"blockage, impedimenta, obstacle, obstructer, obstructor"
obstructionism,B2,deliberate interference,
obstructionist,C2,someone who systematically obstructs some action that others want to take,"obstructer, resister, obstructor, thwarter"
obstructionists,C2,someone who systematically obstructs some action that others want to take,"thwarter, obstructionist, resister, obstructer, obstructor"
obstructions,B2,any structure that makes progress difficult,"blockage, impedimenta, obstruction, obstacle, obstructer"
obstructive,C2,preventing movement,"clogging, impeding, hindering"
obstructiveness,C2,,
obstructor,C2,someone who systematically obstructs some action that others want to take,"thwarter, obstructionist, impediment, impedimenta, resister"
obstructors,C2,someone who systematically obstructs some action that others want to take,"thwarter, obstructionist, impediment, impedimenta, resister"
obstructs,C2,hinder or prevent the progress or accomplishment of,"embarrass, impede, jam, obstruct, occlude"
obstruent,C2,a consonant that is produced with a partial or complete blockage of the airflow from the lungs through the nose or mouth,
obtain,B1,come into possession of,"hold, receive, get, incur, find"
obtainable,B1,capable of being obtained,"getable, procurable, gettable"
obtained,B1,come into possession of,"hold, obtain, receive, get, incur"
obtaining,B1,come into possession of,"hold, obtain, receive, get, incur"
obtainment,B1,the act of obtaining,obtention
obtains,B1,come into possession of,"hold, obtain, receive, get, incur"
obtention,C2,the act of obtaining,obtainment
obtrude,C2,push to thrust outward,"thrust_out, intrude, push_out"
obtruded,C2,push to thrust outward,"obtrude, thrust_out, intrude, push_out"
obtrudes,C2,push to thrust outward,"obtrude, thrust_out, intrude, push_out"
obtruding,C2,push to thrust outward,"obtrude, thrust_out, intrude, push_out"
obtrusion,C2,,
obtrusive,C2,undesirably noticeable,noticeable
obtrusively,C2,in an obtrusive manner,
obtrusiveness,C2,an unwelcome conspicuousness,
obtunded,C2,reduce the edge or violence of,obtund
obturated,C2,block passage through,"impede, block, obstruct, occlude, close_up"
obturating,C2,block passage through,"impede, block, obstruct, occlude, close_up"
obturation,C2,,
obturator,C2,a prosthesis used to close an opening (as to close an opening of the hard palate in cases of cleft palate),
obtuse,C2,of an angle; between 90 and 180 degrees,purblind
obtusely,C2,in a stupid manner,"dumbly, densely"
obtuseness,C2,the quality of being slow to understand,dullness
obtusish,C2,,
obus,C2,,
obv,C2,,
obverse,C2,the more conspicuous of two alternatives or cases or sides,
obversely,C2,,
obverses,C2,the more conspicuous of two alternatives or cases or sides,obverse
obversion,C2,,
obviate,C2,do away with,"forfend, head_off, avert, stave_off, avoid"
obviated,C2,do away with,"forfend, head_off, avert, stave_off, avoid"
obviates,C2,do away with,"forfend, head_off, avert, stave_off, avoid"
obviating,C2,do away with,"forfend, head_off, avert, stave_off, avoid"
obviation,C2,the act of preventing something by anticipating and disposing of it effectively,"preclusion, forestalling"
obviative,C2,,
obvious,B1,easily perceived by the senses or grasped by the mind,
obviously,B1,unmistakably (`plain' is often used informally for `plainly'),"patently, plain, manifestly, apparently, plainly"
obviousness,B1,the property of being easy to see and understand,"noticeability, patency, noticeableness"
oca,C2,South American wood sorrel cultivated for its edible tubers,"oka, Oxalis_tuberosa, Oxalis_crenata"
ocarina,C2,egg-shaped terra cotta wind instrument with a mouthpiece and finger holes,sweet_potato
ocas,C2,South American wood sorrel cultivated for its edible tubers,"Oxalis_crenata, oka, Oxalis_tuberosa, oca"
occam,C2,English scholastic philosopher and assumed author of Occam's Razor (1285-1349),"Ockham, William_of_Ockham, William_of_Occam"
occas,C2,,
occasion,B1,an event that occurs at a critical time,"affair, function, juncture, social_occasion, social_function"
occasional,B1,occurring from time to time,"episodic, casual"
occasionalism,B1,,
occasionally,B1,now and then or here and there,"on_occasion, from_time_to_time, now_and_then, at_times, now_and_again"
occasioned,B1,give occasion to,occasion
occasioning,B1,give occasion to,occasion
occasions,B1,something you have to do,"occasion, affair, function, juncture, social_occasion"
occident,C2,the countries of (originally) Europe and (now including) North America and South America,"West, western_hemisphere, New_World"
occidental,C2,a native inhabitant of the Occident,Hesperian
occidentalism,C2,the scholarly knowledge of western cultures and languages and people,
occidentals,C2,a native inhabitant of the Occident,Occidental
occipital,C2,of or relating to the occiput,
occipitalis,C2,,
occipitocervical,C2,,
occipitofrontal,C2,,
occipitoparietal,C2,,
occipitotemporal,C2,,
occiput,C2,back part of the head or skull,
occlude,C2,block passage through,"impede, block, obstruct, close_up, obturate"
occluded,C2,block passage through,"impede, sorbed, block, obstruct, occlude"
occludent,C2,,
occludes,C2,block passage through,"impede, block, obstruct, occlude, close_up"
occluding,C2,block passage through,"impede, block, obstruct, occlude, close_up"
occlusal,C2,,
occlusion,C2,closure or blockage (as of a blood vessel),occluded_front
occlusions,C2,closure or blockage (as of a blood vessel),"occlusion, occluded_front"
occlusive,C2,a consonant produced by stopping the flow of air at some point and suddenly releasing it,"plosive_consonant, plosive_speech_sound, plosive, stop, stop_consonant"
occult,C2,supernatural forces and events and beings collectively,"supernatural, occult_arts, eclipse"
occultation,C2,one celestial body obscures another,eclipse
occulted,C2,cause an eclipse of (a celestial body) by intervention,"occult, eclipse"
occulting,C2,cause an eclipse of (a celestial body) by intervention,"occult, eclipse"
occultism,C2,the study of the supernatural,
occultist,C2,a believer in occultism; someone versed in the occult arts,
occultists,C2,a believer in occultism; someone versed in the occult arts,occultist
occultly,C2,,
occupance,C2,,
occupancies,C1,an act of being a tenant or occupant,"occupation, tenancy, moving_in, occupancy"
occupancy,C2,an act of being a tenant or occupant,"occupation, tenancy, moving_in"
occupant,C2,someone who lives at a particular place for a prolonged period or who was born there,"resident, occupier"
occupants,C2,someone who lives at a particular place for a prolonged period or who was born there,"resident, occupier, occupant"
occupation,A2,the principal activity in your life that you do to earn money,"line, military_control, job, line_of_work, business"
occupational,B2,of or relating to the activity or business for which you are trained,
occupationally,C2,,
occupations,A2,the principal activity in your life that you do to earn money,"occupation, line, military_control, job, line_of_work"
occupiable,B1,,
occupied,B1,keep busy with,"occupy, fill, lodge_in, reside, busy"
occupier,B1,someone who lives at a particular place for a prolonged period or who was born there,"resident, occupant"
occupiers,B1,someone who lives at a particular place for a prolonged period or who was born there,"resident, occupier, occupant"
occupies,B1,keep busy with,"occupy, fill, lodge_in, reside, busy"
occupy,B1,keep busy with,"fill, lodge_in, reside, busy"
occupying,B1,keep busy with,"occupy, fill, lodge_in, reside, busy"
occur,B1,come to pass,"hap, come, go_on, fall_out, happen"
occurence,B1,,
occurred,B1,come to pass,"occur, hap, come, go_on, fall_out"
occurrence,B1,an event that happens,"occurrent, natural_event, happening"
occurrences,B1,an event that happens,"occurrence, occurrent, natural_event, happening"
occurrent,B1,an event that happens,"occurrence, natural_event, happening"
occurring,B1,come to pass,"occur, hap, come, go_on, fall_out"
occurs,B1,come to pass,"occur, hap, come, go_on, fall_out"
ocean,B1,a large body of water constituting a principal part of the hydrosphere,sea
oceana,B1,,
oceanarium,C2,,
oceanfront,C2,land bordering an ocean,
oceangoing,C2,used on the high seas,"seagoing, seafaring"
oceania,B1,a large group of islands in the south Pacific including Melanesia and Micronesia and Polynesia (and sometimes Australasia and the Malay Archipelago),Oceanica
oceanian,C2,,
oceanic,B1,an eastern subfamily of Malayo-Polynesian languages,"pelagic, Eastern_Malayo-Polynesian"
oceanica,B1,a large group of islands in the south Pacific including Melanesia and Micronesia and Polynesia (and sometimes Australasia and the Malay Archipelago),Oceania
oceanog,C2,,
oceanographer,C2,a scientist who studies physical and biological aspects of the seas,
oceanographers,C2,a scientist who studies physical and biological aspects of the seas,oceanographer
oceanographic,C2,,
oceanographical,C2,,
oceanography,C2,the branch of science dealing with physical and biological aspects of the oceans,oceanology
oceanological,C2,,
oceanology,C2,the branch of science dealing with physical and biological aspects of the oceans,oceanography
